31,27,27,27,31,27,24,31,31,27,27,27,24,25,24,24,24,24,24,24,27,27,24,24,24,24,24,27,24,24,24,24,24,27,27,25,24,24,24,27,24,25,24,24,24,24,29,29,24,24,24,31,31,27,27,27,24,25,24,24,24,24,24,25,31,27,31,24,25,31,31,27,24,24,24,27,24,25,24,24,24,25,31,24,25,24,144,176,176,176,176,176,176,176,176,176,176,176,176,176,
27,31,27,27,27,31,27,24,31,31,27,27,27,24,25,24,24,24,24,24,24,24,27,27,24,24,27,24,24,24,24,24,25,27,27,24,25,25,24,24,27,24,25,24,24,24,24,29,29,24,24,24,31,31,27,27,27,24,25,24,24,24,24,25,31,27,31,27,24,31,31,27,27,25,24,24,27,24,25,24,24,24,31,25,24,24,144,176,176,176,176,176,176,176,176,176,176,176,176,176,
31,27,31,27,27,27,31,27,24,31,31,27,27,27,24,25,25,24,24,24,24,24,24,24,27,27,24,24,24,24,24,24,24,27,27,27,24,24,25,24,24,27,24,25,24,24,24,24,29,29,24,24,24,31,31,27,27,27,24,25,24,24,24,24,25,31,27,31,27,25,31,31,27,24,24,24,27,24,25,24,24,24,25,25,24,24,148,176,176,176,176,176,176,176,176,176,176,176,176,176,
25,31,27,31,27,27,27,31,27,24,31,31,27,27,27,24,24,25,24,24,24,24,24,24,24,24,24,24,24,24,24,25,27,31,31,27,27,27,24,25,24,24,27,24,25,24,24,24,24,29,29,24,24,24,31,31,27,27,27,24,25,24,24,24,25,31,27,31,27,24,31,31,27,27,25,24,24,27,24,25,24,24,25,24,25,24,144,176,176,176,176,176,176,176,176,176,176,176,176,176,
24,25,31,27,31,27,27,27,31,27,24,31,31,27,27,27,27,24,25,24,24,24,24,24,24,24,24,24,24,25,25,24,27,31,31,27,27,27,27,24,24,24,27,24,25,24,24,24,24,29,29,24,24,24,24,31,31,27,27,27,24,25,24,24,24,25,31,27,31,27,25,31,31,27,24,24,24,27,24,25,24,24,25,24,24,152,160,176,176,176,176,176,176,176,176,176,176,176,176,176,
27,24,25,31,27,31,27,27,27,31,27,24,31,31,27,27,27,27,24,25,24,24,24,24,24,24,24,24,25,24,24,27,27,31,31,31,27,27,27,27,25,24,24,24,27,24,25,24,24,24,24,29,29,24,24,24,31,31,27,27,27,24,25,24,24,24,25,31,27,31,24,31,31,27,27,25,24,24,27,24,25,24,24,25,24,155,163,176,176,176,176,176,176,176,176,176,176,176,176,176,
27,24,24,25,31,27,31,27,27,27,31,27,24,31,31,27,27,27,27,24,25,25,24,24,24,24,24,25,24,27,27,27,24,25,31,31,31,31,27,27,24,25,25,24,24,27,24,25,24,24,24,24,29,29,24,24,24,31,31,27,27,27,24,25,24,24,25,31,27,31,27,25,31,31,27,24,24,24,27,24,25,24,24,25,24,24,144,176,176,176,176,176,176,176,176,176,176,176,176,176,
27,24,25,24,24,25,31,27,31,27,27,27,31,27,24,31,31,27,27,27,24,24,25,25,24,24,25,24,27,27,27,27,25,24,25,31,31,31,31,27,27,24,24,25,24,24,27,24,25,24,24,24,24,29,29,24,24,24,31,31,27,27,27,24,25,24,24,25,31,27,31,24,31,31,27,27,24,24,27,24,25,24,24,25,24,24,148,176,176,176,176,176,176,176,176,176,176,176,176,176,
27,24,25,24,24,24,25,31,27,31,27,27,27,31,27,24,31,31,27,27,27,27,24,24,25,25,24,27,27,27,27,25,24,17,24,31,31,31,31,31,27,27,27,24,25,24,24,27,24,25,24,24,24,24,29,29,24,24,24,31,31,27,27,27,24,25,24,25,31,27,31,27,25,31,31,27,25,24,24,27,24,25,24,24,25,24,148,176,176,176,176,176,176,176,176,176,176,176,176,176,
27,24,25,24,24,24,24,25,31,27,31,27,27,27,31,27,24,31,31,27,27,27,27,27,24,24,27,27,27,27,24,24,17,17,29,25,31,31,31,31,27,27,27,27,24,25,24,24,27,24,25,24,24,24,24,29,29,24,24,24,31,31,27,27,27,24,24,24,25,31,27,31,24,31,31,27,24,24,24,27,24,25,24,25,24,24,148,176,176,176,176,176,176,176,176,176,176,176,176,176,
31,27,24,25,24,24,24,24,25,31,27,31,27,27,27,31,27,24,31,31,27,27,27,27,27,27,27,27,31,27,24,16,17,17,29,24,25,25,31,31,31,27,27,27,27,24,24,24,27,24,25,24,24,24,24,29,29,24,24,24,24,31,31,27,27,27,25,24,25,31,27,31,27,25,31,31,27,25,24,24,27,24,25,25,24,24,144,176,176,176,176,176,176,176,176,176,176,176,176,176,
31,27,24,25,24,24,24,29,17,24,25,31,27,31,27,27,27,31,27,24,31,31,27,27,27,27,27,31,27,24,25,19,16,17,17,29,24,24,25,31,31,31,31,27,27,27,25,24,24,27,24,25,24,24,24,24,29,29,24,24,24,24,31,31,27,27,24,25,24,25,31,27,31,24,31,31,27,24,24,24,27,24,25,24,25,24,155,151,167,176,176,176,176,176,176,176,176,176,176,176,
31,27,24,25,24,24,24,29,17,17,29,24,25,31,27,31,27,27,27,31,27,24,31,31,27,27,30,31,27,24,25,19,16,17,17,29,29,30,24,25,31,31,31,31,27,27,24,25,24,24,27,24,25,24,24,24,24,29,29,24,24,24,24,31,31,27,27,24,24,25,31,27,31,27,25,31,27,27,24,24,27,24,25,24,17,17,29,24,144,176,176,176,176,176,176,176,176,176,176,176,
31,27,24,25,24,24,24,29,29,17,17,29,29,29,30,27,17,29,30,31,27,24,25,24,24,24,29,30,31,27,25,19,16,17,17,29,29,30,31,24,31,31,31,31,31,27,27,24,25,24,24,27,24,25,24,24,24,24,29,29,24,24,24,31,31,27,27,27,24,24,25,31,27,31,24,31,31,27,24,24,27,24,25,24,16,17,17,156,164,176,176,176,176,176,176,176,176,176,176,176,
31,27,24,25,24,25,24,29,29,17,17,29,29,30,29,27,17,29,30,31,27,24,25,24,24,24,29,29,29,30,31,25,19,16,17,17,29,29,30,31,25,31,31,31,31,31,27,27,24,25,24,24,27,24,25,24,24,24,24,29,29,24,24,24,31,31,27,27,27,24,25,31,27,31,27,25,31,27,24,24,27,24,25,24,16,17,17,148,176,176,176,176,176,176,176,176,176,176,176,176,
24,24,24,24,24,25,24,24,25,24,17,29,29,25,17,30,27,17,29,30,31,27,24,25,24,24,24,29,17,29,30,25,19,16,17,17,29,29,30,31,24,25,25,31,31,31,27,27,27,24,25,24,24,27,24,25,24,24,24,24,29,29,24,24,24,31,31,27,27,27,24,25,31,27,31,24,31,31,25,24,24,27,24,25,17,17,29,144,176,176,176,176,176,176,176,176,176,176,176,176,
24,24,24,24,24,25,24,24,24,25,24,17,29,29,29,29,27,17,29,30,31,27,24,25,24,24,24,29,22,17,29,30,25,19,16,17,17,29,29,30,31,24,24,25,31,31,31,27,27,27,0,0,24,24,27,24,25,24,24,24,24,29,29,24,24,24,31,31,27,27,24,25,31,27,31,27,31,31,24,24,17,17,17,29,16,17,17,148,176,176,176,176,176,176,176,176,176,176,176,176,
24,24,24,24,24,25,24,24,24,24,25,24,29,29,30,17,30,17,29,30,31,27,24,25,24,24,24,29,25,27,29,29,25,19,16,17,17,29,29,30,31,27,24,24,25,31,31,31,27,27,264,0,25,24,24,27,24,25,24,24,24,24,29,29,24,24,24,31,31,27,27,24,25,31,27,31,25,31,27,24,16,16,17,17,16,17,17,148,176,176,176,176,176,176,176,176,176,176,176,176,
149,145,145,149,149,145,145,157,24,24,24,25,24,24,29,29,29,17,29,30,31,27,24,25,24,24,24,29,29,31,17,29,29,25,19,16,17,17,29,29,30,31,27,24,24,25,31,31,31,27,17,17,17,17,29,17,17,29,25,24,24,24,24,29,29,24,24,24,31,31,27,24,25,31,27,31,24,31,27,24,16,16,17,17,152,145,145,160,176,176,176,176,176,176,176,176,176,176,176,176,
176,176,176,176,176,176,176,176,153,24,24,25,24,24,29,29,17,17,17,29,30,31,27,24,25,24,24,24,29,25,16,17,29,25,19,16,17,17,29,29,30,31,27,24,18,17,17,17,17,29,16,17,16,17,17,16,17,17,29,24,24,24,24,29,29,24,24,24,31,31,27,27,24,25,31,27,31,25,27,17,16,17,17,156,164,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,
176,176,176,176,176,176,176,176,165,153,24,25,24,24,24,25,24,24,25,24,30,31,27,24,25,24,24,24,29,29,25,21,17,17,18,19,16,17,29,23,20,23,17,17,29,16,17,16,17,17,16,17,16,17,17,16,16,17,17,17,17,29,24,24,17,17,29,24,24,31,31,27,24,25,31,27,17,17,17,16,16,17,17,144,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,
176,176,176,176,176,176,176,176,176,161,157,24,25,24,24,25,24,25,24,24,30,31,27,24,25,24,24,24,29,17,29,25,26,27,24,25,26,17,29,23,17,17,16,17,17,16,17,16,17,17,156,149,149,149,145,157,16,17,17,16,17,17,17,29,16,17,17,17,17,29,29,17,17,29,25,31,16,17,16,16,17,17,152,160,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,
176,176,176,176,176,176,176,176,176,176,165,145,145,157,24,25,24,25,24,25,24,31,27,24,25,24,24,24,29,16,17,29,30,31,28,29,30,17,29,23,16,17,16,17,17,17,17,152,145,149,164,176,176,176,176,161,149,149,153,16,16,16,17,17,16,17,17,16,17,17,17,16,17,17,17,17,16,17,16,17,17,156,160,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,
176,176,176,176,176,176,176,176,176,176,176,176,176,161,145,153,24,25,24,24,25,24,27,24,25,24,24,24,29,19,16,17,25,19,16,17,29,17,29,17,16,17,17,16,17,17,17,144,176,176,176,176,176,176,176,176,176,176,165,157,16,16,17,17,152,149,153,16,17,24,24,16,17,16,17,16,16,17,17,152,145,164,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,161,145,153,24,24,24,25,24,25,24,24,24,25,24,19,24,24,24,24,29,17,17,17,17,16,16,17,17,156,145,145,145,164,176,176,176,176,176,176,176,176,176,176,176,161,145,145,145,149,164,176,165,149,145,193,193,149,153,16,17,16,16,17,17,144,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,165,157,24,24,25,24,24,25,24,24,24,25,24,24,24,24,24,29,24,29,17,16,16,17,17,152,164,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,203,203,176,161,149,145,145,149,145,149,160,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,161,153,24,25,24,24,25,24,24,24,25,24,24,24,24,24,29,24,29,16,16,17,17,156,164,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,203,203,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,161,145,149,153,24,25,24,24,24,25,24,156,149,193,193,153,24,29,19,152,149,145,160,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,207,203,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,
147,163,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,161,145,145,153,24,24,156,145,164,176,203,203,161,153,18,18,144,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,203,203,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,
27,155,151,167,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,165,149,145,164,176,176,176,203,207,176,161,149,145,160,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,203,203,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,
24,25,24,155,151,151,163,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,203,203,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,203,203,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,
24,25,24,24,25,24,155,151,147,147,147,147,167,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,207,203,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,203,207,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,
25,24,24,24,25,24,24,25,24,24,25,24,155,163,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,203,203,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,203,203,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,
24,25,24,25,24,24,24,24,24,24,25,24,24,159,163,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,203,203,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,203,203,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,162,147,151,147,
24,25,24,24,24,25,24,25,24,24,24,24,25,24,159,151,147,163,176,176,176,176,176,176,176,176,176,176,176,176,176,176,203,207,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,207,203,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,166,154,25,25,25,
24,25,24,24,24,25,24,25,24,24,24,24,25,24,24,25,24,155,147,167,176,176,176,176,176,176,176,176,176,176,176,176,203,203,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,203,203,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,166,151,147,151,147,154,25,24,24,24,
25,24,24,24,24,29,25,24,24,24,24,25,24,24,24,24,24,25,24,159,147,151,167,176,176,176,176,176,176,176,176,176,197,203,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,166,151,147,147,151,163,176,176,176,176,176,176,176,176,176,176,203,203,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,150,25,25,25,25,25,24,24,24,24,
25,24,24,24,24,29,29,24,24,24,24,31,24,25,25,24,24,25,24,24,25,24,159,151,167,176,176,176,176,176,162,151,195,207,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,146,25,25,25,25,155,151,147,151,147,147,147,163,176,176,176,203,207,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,150,24,24,24,24,24,24,24,24,27,
24,24,24,24,29,29,24,24,24,27,24,25,25,25,24,25,25,24,24,24,25,24,25,24,155,147,163,176,176,162,158,24,24,24,159,167,176,176,176,176,176,176,176,176,176,176,176,176,176,176,162,151,151,154,24,25,25,25,25,25,25,25,25,25,25,159,147,163,176,203,203,176,176,176,176,176,176,166,147,151,147,167,176,176,176,176,176,176,176,166,154,24,24,24,24,24,24,27,31,27,
24,24,24,24,29,29,24,24,24,24,24,24,31,27,25,25,24,24,31,25,24,24,25,24,25,24,155,151,147,154,24,25,24,24,24,155,151,163,176,176,162,151,167,176,176,176,176,162,147,151,154,25,25,25,24,24,24,25,25,25,24,25,24,24,25,25,25,159,167,197,203,176,176,176,176,166,151,154,25,25,25,159,147,151,151,151,151,151,147,154,25,25,25,31,24,25,31,27,31,27,
24,24,24,29,29,24,24,24,27,24,24,27,27,31,27,31,31,27,31,25,24,24,24,24,25,24,24,25,24,24,24,25,24,24,25,24,24,159,147,147,154,24,155,151,147,163,176,146,25,25,25,24,25,25,25,24,24,24,24,24,24,24,24,24,24,25,25,25,159,195,207,176,147,151,151,154,25,25,24,25,25,25,25,25,25,25,25,25,25,25,24,24,24,31,24,25,31,27,31,27,
24,24,24,29,29,24,24,24,24,24,24,24,24,27,31,27,31,31,27,31,27,24,24,25,24,24,24,25,24,24,25,24,24,24,24,24,25,25,24,24,25,25,25,24,24,155,147,158,24,25,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,25,24,24,24,24,25,25,24,24,24,25,25,24,24,24,24,24,24,25,24,25,31,27,31,27,
24,24,24,29,29,24,24,24,24,24,25,24,27,27,27,31,27,31,31,31,27,25,24,24,25,24,25,24,24,25,24,24,24,24,24,24,25,24,24,25,24,25,24,25,25,24,24,25,24,24,24,24,24,24,24,24,24,24,25,24,24,27,24,25,24,24,24,25,25,25,24,24,24,25,25,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,31,24,25,31,27,31,27,27,
24,24,24,29,29,24,24,24,24,24,24,24,24,27,27,31,27,24,31,27,31,27,25,25,24,24,25,24,24,24,25,24,25,25,24,24,24,24,24,25,24,24,24,24,25,25,25,24,24,24,24,24,24,24,24,24,31,27,24,24,24,27,24,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,27,24,24,24,24,24,24,27,31,24,25,31,27,31,27,27,
24,24,24,29,29,24,24,24,24,25,27,24,24,24,27,27,31,27,24,31,31,27,27,27,25,24,24,25,25,25,24,24,24,25,25,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,31,27,24,25,25,31,27,27,25,24,24,27,24,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,27,24,25,31,27,31,27,27,27,31,24,24,27,31,24,25,31,27,31,27,27,
24,24,24,29,29,24,24,24,24,24,27,24,24,27,31,27,27,31,27,31,31,31,27,31,31,31,27,27,27,27,27,27,27,24,24,25,24,24,24,24,27,24,25,24,24,24,24,24,24,24,25,24,24,25,24,24,25,31,27,24,25,24,24,27,24,25,24,24,24,25,31,31,24,24,24,24,24,25,24,24,24,25,31,27,31,27,27,27,31,25,27,31,25,24,25,31,27,31,27,27,
24,24,24,29,29,24,24,24,25,27,27,25,24,24,31,31,27,31,27,24,31,31,27,31,31,31,31,31,31,27,27,27,27,27,27,24,24,25,25,24,24,24,27,24,25,24,24,24,24,24,24,27,24,25,24,24,24,31,27,27,24,25,24,24,27,24,25,24,24,24,31,31,31,31,27,27,27,24,25,24,24,25,31,27,31,27,27,27,31,24,27,31,24,25,31,27,31,27,27,27,
24,24,24,29,29,24,24,24,24,27,27,24,24,24,24,31,31,27,31,27,24,31,31,31,31,31,31,31,31,31,31,27,27,27,27,27,27,24,24,25,25,24,24,24,27,24,25,24,24,25,24,24,24,24,25,24,24,31,31,27,27,24,24,24,27,24,25,24,24,24,25,31,31,31,31,27,27,27,24,24,24,25,31,27,31,27,27,27,31,27,27,31,24,25,31,27,31,27,27,27,
24,24,24,29,29,24,24,24,27,27,27,27,25,24,27,24,24,27,24,25,24,24,24,31,31,31,31,31,31,31,31,31,31,27,27,27,27,27,27,24,24,25,25,24,24,24,27,24,25,24,25,24,24,24,24,25,24,31,31,27,27,27,25,24,24,27,24,25,24,24,24,25,31,31,31,31,27,27,27,25,24,24,25,31,27,31,27,27,27,27,31,31,24,25,31,27,31,27,27,27,
24,24,29,29,24,24,24,27,27,31,27,27,24,24,24,24,24,27,24,25,24,24,24,25,25,25,31,31,31,31,31,31,31,31,31,27,27,27,27,27,27,24,24,25,25,24,24,24,24,27,24,25,24,24,24,27,24,25,31,31,27,27,24,24,24,27,24,25,24,24,24,24,25,31,31,31,31,27,27,24,25,24,25,31,27,31,27,27,27,27,31,25,24,25,31,27,31,27,27,27,
24,24,29,29,24,24,24,24,27,31,31,27,27,24,24,24,27,24,25,24,24,24,24,24,24,24,25,25,25,31,31,31,31,31,31,31,31,27,27,27,27,27,27,24,24,25,24,25,27,27,27,24,25,24,24,24,27,24,31,31,31,27,27,25,24,24,27,24,25,24,24,24,24,25,31,31,31,31,27,27,24,24,25,31,27,31,27,27,27,31,31,24,25,31,27,31,27,27,27,31,
24,24,29,29,24,24,24,24,24,31,31,27,27,25,24,24,27,24,25,24,24,24,24,24,25,31,24,24,24,25,25,31,31,31,31,31,31,31,31,27,27,27,27,27,27,24,25,24,27,27,27,27,24,25,24,24,27,27,25,31,31,31,27,24,24,24,27,24,25,24,24,24,24,24,25,31,31,31,31,27,27,24,24,25,31,27,31,27,27,31,31,24,25,31,27,31,27,27,27,31,
24,24,29,29,24,24,24,24,27,24,31,31,27,24,25,24,24,27,24,25,24,24,24,24,24,25,31,27,31,24,24,25,25,31,31,31,31,31,31,31,31,27,27,27,27,24,24,27,27,31,27,27,27,24,25,24,27,27,24,31,31,31,27,27,25,24,24,27,24,25,24,24,24,24,24,25,31,31,31,27,27,27,24,25,31,27,31,27,27,31,25,24,25,31,27,31,27,27,27,31,
24,24,29,29,24,24,24,24,27,24,31,31,27,27,24,24,24,27,24,25,24,24,24,24,29,24,25,31,27,31,27,24,24,25,25,31,31,31,31,31,31,31,31,27,24,25,27,27,31,31,31,27,27,27,24,25,31,31,27,25,31,31,31,27,24,25,24,24,27,24,25,24,24,24,24,24,25,31,31,31,27,27,24,25,31,27,31,27,27,31,24,25,31,27,31,27,27,27,31,27,
24,24,29,29,24,24,24,24,27,24,31,31,27,27,27,25,24,24,27,24,25,24,24,24,24,29,24,25,31,27,31,27,27,24,24,25,25,31,31,31,31,31,31,24,25,24,27,27,31,31,31,31,27,27,24,25,31,31,31,24,25,31,31,27,27,24,25,24,24,27,24,25,24,24,24,24,24,25,31,31,31,27,27,24,25,31,27,31,27,25,24,25,31,27,31,27,27,27,31,27,
24,29,29,24,24,24,27,25,31,27,24,31,31,27,27,24,25,24,24,27,24,25,24,24,24,24,29,24,25,31,27,31,27,27,27,24,24,25,25,31,31,31,31,25,24,27,27,31,31,31,27,31,31,27,27,24,31,27,31,31,24,25,31,31,27,27,24,25,24,24,27,24,25,24,24,24,24,24,25,31,31,31,27,24,25,31,27,31,27,24,24,25,31,27,31,27,27,27,31,27,
24,29,29,24,24,24,24,24,31,27,24,31,31,27,27,27,24,25,24,24,27,24,25,24,24,24,24,24,25,31,27,31,27,27,27,31,27,24,24,25,25,31,24,24,27,27,31,31,31,25,31,27,31,27,27,27,31,27,24,31,31,24,31,31,27,27,27,24,24,24,27,24,25,24,24,24,24,29,24,31,31,31,27,24,25,31,27,31,27,27,27,31,27,24,31,31,27,27,24,24,
